Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Basanagouda Ramanagouda Meti,Secular Democratic Congress,0,10th Pass,47,"Rs 1,07,75,000  ~ 1 Crore+","Rs 7,87,000  ~ 7 Lacs+",Karnataka
Basavaraj. S. Desai,IND,0,10th Pass,48,,,Karnataka
Bhagwanth Khuba,BJP,1,Graduate Professional,50,"Rs 5,18,36,416  ~ 5 Crore+","Rs 1,02,39,000  ~ 1 Crore+",Karnataka
Bhagya.S,IND,0,Others,43,"Rs 8,77,80,000  ~ 8 Crore+","Rs 78,78,679  ~ 78 Lacs+",Karnataka
Bommoji Ramappa Siddappa,IND,0,Graduate Professional,65,"Rs 37,83,500  ~ 37 Lacs+",Rs 0  ~,Karnataka
Brahmanand.N,IND,0,8th Pass,52,"Rs 3,42,25,000  ~ 3 Crore+",Rs 0  ~,Karnataka
Buland Deepak Dalavi,IND,0,12th Pass,44,,,Karnataka
C H Narayanaswamy,IND,0,5th Pass,62,"Rs 30,97,437  ~ 30 Lacs+",Rs 0  ~,Karnataka
C M Manjunatha Swami,IND,0,Others,36,"Rs 20,50,000  ~ 20 Lacs+",Rs 0  ~,Karnataka
C. B. K. Rama,IND,0,Illiterate,42,"Rs 15,23,17,000  ~ 15 Crore+",Rs 0  ~,Karnataka
C. Lingegowda,IND,0,Graduate,75,"Rs 29,60,000  ~ 29 Lacs+",Rs 0  ~,Karnataka
C. Ravi Kumar,IND,0,5th Pass,50,Nil,,Karnataka
C. Shankarappa,IND,0,10th Pass,53,"Rs 57,53,000  ~ 57 Lacs+",Rs 0  ~,Karnataka
C.H.Vijayashankar,INC,0,Graduate,62,"Rs 4,64,34,790  ~ 4 Crore+","Rs 35,00,000  ~ 35 Lacs+",Karnataka
C.J. Aditya,IND,0,12th Pass,35,"Rs 3,53,000  ~ 3 Lacs+",Rs 0  ~,Karnataka
C.P. Divakar,Uttama Prajaakeeya Party,1,Graduate,44,"Rs 7,58,15,000  ~ 7 Crore+","Rs 45,00,000  ~ 45 Lacs+",Karnataka
Chaya Rajashankar,Uttama Prajaakeeya Party,0,Graduate,50,,,Karnataka
Chetak Kumar Yallappa Kamble,IND,0,Graduate,33,"Rs 1,10,000  ~ 1 Lacs+",Rs 0  ~,Karnataka
Chetan Chaman,IND,0,Graduate,36,"Rs 14,37,610  ~ 14 Lacs+",Rs 0  ~,Karnataka
Chidanand Harijan,IND,0,Literate,58,"Rs 14,65,000  ~ 14 Lacs+","Rs 2,70,000  ~ 2 Lacs+",Karnataka
Comrade B.Basavalingappa,Marxist Leninist Party of India (Red Flag),0,12th Pass,42,"Rs 40,55,000  ~ 40 Lacs+","Rs 7,94,764  ~ 7 Lacs+",Karnataka
Comrade Vijaykumar,CPI(ML) Red Star,0,10th Pass,45,,,Karnataka
D C Jayashankara,Aihra National Party,0,Others,64,"Rs 81,18,000  ~ 81 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Karnataka
D M Madegowda,Republican Sena,0,10th Pass,38,"Rs 8,49,106  ~ 8 Lacs+","Rs 4,89,650  ~ 4 Lacs+",Karnataka
D Pennappa Turuvanur,IND,0,Graduate,48,"Rs 5,30,000  ~ 5 Lacs+",Rs 0  ~,Karnataka
D Sharadhishayana,IND,0,Graduate Professional,67,"Rs 16,00,000  ~ 16 Lacs+",Rs 0  ~,Karnataka
D. K. Konkate Keroor,Rashtriya Samaj Paksha,0,Graduate,42,,,Karnataka
D.K. Suresh,INC,5,12th Pass,52,"Rs 3,38,89,20,717  ~ 338 Crore+","Rs 51,93,20,305  ~ 51 Crore+",Karnataka
D.Palya Khadar Subhan Khan,Samajwadi Janata Party(Karnataka),0,10th Pass,48,"Rs 64,50,000  ~ 64 Lacs+",Rs 0  ~,Karnataka
D.R. Patil,INC,0,Graduate Professional,72,"Rs 5,34,24,424  ~ 5 Crore+","Rs 25,74,740  ~ 25 Lacs+",Karnataka
D.V. Sadananda Gowda,BJP,0,Graduate Professional,66,"Rs 20,93,84,539  ~ 20 Crore+","Rs 10,43,02,653  ~ 10 Crore+",Karnataka
Dadasab Siddappa Bagayat,IND,0,12th Pass,46,,,Karnataka
Dayanand,Ambedkarite Party of India,0,10th Pass,32,"Rs 17,000  ~ 17 Thou+","Rs 75,000  ~ 75 Thou+",Karnataka
Deepak Rajesh Coelho,IND,0,12th Pass,43,"Rs 44,15,000  ~ 44 Lacs+",Rs 0  ~,Karnataka
Devendrappa,Uttama Prajaakeeya Party,0,10th Pass,42,"Rs 15,76,000  ~ 15 Lacs+",Rs 0  ~,Karnataka
Dhanamatnalli Venkateshappa,RPI(A),0,12th Pass,43,"Rs 48,20,000  ~ 48 Lacs+",Rs 0  ~,Karnataka
Dhananjay Rajaram Patil,IND,0,12th Pass,42,,,Karnataka
Dhareppa Mahadev Ardhavar,IND,0,Graduate Professional,33,"Rs 32,26,500  ~ 32 Lacs+","Rs 6,75,000  ~ 6 Lacs+",Karnataka
Dilshaad Sikandar Tahashildar,RPI(A),0,Literate,44,"Rs 95,000  ~ 95 Thou+",Rs 0  ~,Karnataka
Dondiba Ramu Rathod,IND,0,5th Pass,42,"Rs 78,70,917  ~ 78 Lacs+","Rs 76,000  ~ 76 Thou+",Karnataka
Dr Chinnappa Y Chikkahagade,BSP,0,Graduate,43,"Rs 88,10,000  ~ 88 Lacs+","Rs 5,00,000  ~ 5 Lacs+",Karnataka
Dr Shivakumara,BSP,0,Doctorate,42,,,Karnataka
Dr Sridhara Udupa,IND,0,Graduate Professional,67,"Rs 22,14,000  ~ 22 Lacs+",Rs 0  ~,Karnataka
Dr. B. Chandra (Chandregowda),BSP,1,Graduate Professional,46,"Rs 2,01,00,180  ~ 2 Crore+","Rs 1,12,00,000  ~ 1 Crore+",Karnataka
Dr. Banuprakash A.S,Pyramid Party of India,0,Post Graduate,43,"Rs 1,31,51,631  ~ 1 Crore+","Rs 9,28,000  ~ 9 Lacs+",Karnataka
Dr. C.S.Dwarakanath,BSP,0,Post Graduate,65,"Rs 4,08,44,395  ~ 4 Crore+",Rs 0  ~,Karnataka
Dr. M Venkataswamy,RPI(A),0,Post Graduate,64,,,Karnataka
Dr. M. P. Darakeshwaraiah,IND,0,Graduate Professional,60,"Rs 31,94,000  ~ 31 Lacs+",Rs 0  ~,Karnataka
Dr. Meer Layaq Hussain,IND,0,Graduate Professional,58,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,Karnataka
Dr. Philip Mariyan,IND,0,Others,50,"Rs 22,18,000  ~ 22 Lacs+",Rs 0  ~,Karnataka
Dr. Ramesh Babu. V.M.,IND,0,Post Graduate,44,"Rs 14,58,30,000  ~ 14 Crore+","Rs 12,00,000  ~ 12 Lacs+",Karnataka
Dr. Sunita Devanand Chavan,JD(S),0,Doctorate,42,,,Karnataka
Dr. Umesh G Jadhav,BJP,0,Post Graduate,60,"Rs 3,74,90,597  ~ 3 Crore+",Rs 0  ~,Karnataka
Dr.John Basco Philips,Indian Christian Front,0,Others,47,"Rs 1,30,000  ~ 1 Lacs+",Rs 0  ~,Karnataka
Dr.Virupakshappa Sadhunavar,INC,0,Graduate Professional,69,"Rs 31,58,66,105  ~ 31 Crore+","Rs 22,52,14,094  ~ 22 Crore+",Karnataka
Dundasi Abdulrahiman Mahammad Hanif,IND,2,Graduate Professional,49,"Rs 3,19,90,000  ~ 3 Crore+","Rs 4,00,000  ~ 4 Lacs+",Karnataka
Eshwar,INC,0,Graduate Professional,57,,,Karnataka
Eswara,IND,0,Graduate,65,"Rs 80,000  ~ 80 Thou+",Rs 0  ~,Karnataka
Francis Binny Jose,IND,0,Graduate Professional,39,"Rs 6,25,000  ~ 6 Lacs+","Rs 4,50,000  ~ 4 Lacs+",Karnataka
G M Siddeshwar,BJP,0,10th Pass,67,"Rs 38,01,64,932  ~ 38 Crore+","Rs 1,46,70,809  ~ 1 Crore+",Karnataka
G Nagendra,IND,0,10th Pass,44,"Rs 4,59,000  ~ 4 Lacs+",Rs 0  ~,Karnataka
G S Basavaraj,BJP,0,Graduate Professional,78,,,Karnataka
G Venkatesh Bhovi,IND,0,10th Pass,58,"Rs 34,17,000  ~ 34 Lacs+","Rs 5,000  ~ 5 Thou+",Karnataka
G. Chikkanarayana,Republican Sena,0,Graduate,43,"Rs 9,50,000  ~ 9 Lacs+",Rs 0  ~,Karnataka
G. Manjunath,IND,0,Not Given,45,"Rs 24,000  ~ 24 Thou+",Rs 0  ~,Karnataka
G. Timmaraju,IND,0,10th Pass,44,"Rs 10,000  ~ 10 Thou+",Rs 0  ~,Karnataka
G.D. Rajagopal,IND,0,10th Pass,49,,,Karnataka
G.M. Mahadeva,IND,1,Graduate,42,"Rs 1,63,450  ~ 1 Lacs+",Rs 0  ~,Karnataka
Gaddigoudar Parvatagouda Chandanagouda,BJP,0,Graduate Professional,68,"Rs 4,39,80,663  ~ 4 Crore+","Rs 79,87,991  ~ 79 Lacs+",Karnataka
Gajanan Amrut Thokanekar,IND,0,12th Pass,51,"Rs 2,12,500  ~ 2 Lacs+",Rs 0  ~,Karnataka
Ganesh,IND,0,Illiterate,58,"Rs 1,11,000  ~ 1 Lacs+",Rs 0  ~,Karnataka
Ganesh Daddikar,IND,1,Others,42,,,Karnataka
Ganesha B A,Uttama Prajaakeeya Party,0,Others,27,"Rs 2,16,519  ~ 2 Lacs+",Rs 0  ~,Karnataka
Gangadhar Badiger,SUCI(C),0,Graduate Professional,37,"Rs 95,105  ~ 95 Thou+",Rs 0  ~,Karnataka
Gopal Balavantrao Desai,IND,0,10th Pass,60,"Rs 58,00,000  ~ 58 Lacs+","Rs 2,50,000  ~ 2 Lacs+",Karnataka
Guddappa,BSP,1,5th Pass,55,"Rs 31,00,000  ~ 31 Lacs+","Rs 1,50,000  ~ 1 Lacs+",Karnataka
Gurubasava. P . Rabakavi,Uttama Prajaakeeya Party,0,12th Pass,25,,,Karnataka
Gurulingaiah,Indian New Congress Party,0,10th Pass,37,"Rs 2,000  ~ 2 Thou+",Rs 0  ~,Karnataka
H B Manjappa,INC,0,10th Pass,51,"Rs 3,08,95,000  ~ 3 Crore+","Rs 14,12,482  ~ 14 Lacs+",Karnataka
H Eshwarappa,IND,0,Literate,65,"Rs 21,20,000  ~ 21 Lacs+",Rs 0  ~,Karnataka
H M Chandregowda,Uttama Prajaakeeya Party,0,12th Pass,65,"Rs 12,47,18,018  ~ 12 Crore+","Rs 2,60,75,626  ~ 2 Crore+",Karnataka
H. D. Devegowda,JD(S),0,Others,86,,,Karnataka
H. Suresh Poojary,IND,0,5th Pass,47,"Rs 2,77,000  ~ 2 Lacs+",Rs 0  ~,Karnataka
H.Narayana,IND,0,Literate,59,"Rs 95,000  ~ 95 Thou+",Rs 0  ~,Karnataka
H.T. Chikkaraju,IND,0,10th Pass,52,"Rs 40,50,000  ~ 40 Lacs+","Rs 12,50,000  ~ 12 Lacs+",Karnataka
Hanumanthappa D Kabbar,IND,0,12th Pass,35,"Rs 13,87,000  ~ 13 Lacs+","Rs 55,000  ~ 55 Thou+",Karnataka
Hanur Nagaraju,Uttama Prajaakeeya Party,0,Post Graduate,49,,,Karnataka
Harish Halli,IND,0,12th Pass,37,"Rs 46,26,000  ~ 46 Lacs+",Rs 0  ~,Karnataka
Hashinabanu Tapalvale,IND,0,Illiterate,55,"Rs 80,000  ~ 80 Thou+",Rs 0  ~,Karnataka
Hemaraj Veerapur,CPI(ML) Red Star,0,Graduate,44,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Karnataka
Hunsur K. Chandrashekar,Democratic Prajakranthi Party Secularist,0,Graduate,40,"Rs 63,75,000  ~ 63 Lacs+",Rs 0  ~,Karnataka
Irappa Madar,BSP,0,10th Pass,44,,,Karnataka
Ishwar Patil,Uttama Prajaakeeya Party,0,10th Pass,37,"Rs 18,67,000  ~ 18 Lacs+","Rs 7,10,000  ~ 7 Lacs+",Karnataka
J T Prakash,IND,0,10th Pass,62,"Rs 45,63,000  ~ 45 Lacs+",Rs 0  ~,Karnataka
J. K. Sami,IND,1,5th Pass,52,"Rs 31,000  ~ 31 Thou+",Rs 0  ~,Karnataka
Jamindar Maruti,Karnataka Jantha Paksha,0,Post Graduate,37,"Rs 25,00,000  ~ 25 Lacs+",Rs 0  ~,Karnataka
Jayaprasad M.G,BSP,0,Post Graduate,64,,,Karnataka
Jenifar J. Russell,IND,0,Graduate Professional,38,"Rs 51,80,922  ~ 51 Lacs+",Rs 0  ~,Karnataka
Jigajinagi Ramesh Chandappa,BJP,0,Graduate,66,"Rs 50,41,22,985  ~ 50 Crore+","Rs 16,00,000  ~ 16 Lacs+",Karnataka
Jitendra Subhash Nerle,IND,0,10th Pass,44,"Rs 34,771  ~ 34 Thou+",Rs 0  ~,Karnataka
K V Srinivas Kalkere,IND,0,Graduate,44,"Rs 3,25,800  ~ 3 Lacs+","Rs 1,89,000  ~ 1 Lacs+",Karnataka
K. B. Vasu,BSP,2,Graduate,39,,,Karnataka
K. C. Hanumantharaya,BSP,0,Post Graduate,64,"Rs 3,50,28,248  ~ 3 Crore+",Rs 0  ~,Karnataka
K. Gulappa,BSP,0,12th Pass,69,"Rs 93,78,000  ~ 93 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Karnataka
K. Somashekhar Yadagiri,SUCI(C),0,12th Pass,54,"Rs 6,31,854  ~ 6 Lacs+",Rs 0  ~,Karnataka
K.C. Prakash,IND,0,10th Pass,54,"Rs 32,90,000  ~ 32 Lacs+",Rs 0  ~,Karnataka
K.C.Nagabhushana Reddy,IND,0,Graduate Professional,51,,,Karnataka
K.C.Vinay Rajavath,IND,0,Graduate,26,"Rs 18,55,573  ~ 18 Lacs+","Rs 6,00,000  ~ 6 Lacs+",Karnataka
K.H. Muniyappa,INC,1,Graduate Professional,71,"Rs 32,94,43,821  ~ 32 Crore+","Rs 14,37,95,090  ~ 14 Crore+",Karnataka
K.N. Jagadesh Kumar,IND,1,Post Graduate,41,"Rs 6,68,24,637  ~ 6 Crore+","Rs 6,61,000  ~ 6 Lacs+",Karnataka
K.Rajashekar Basavaraj Hitnal,INC,0,12th Pass,38,"Rs 8,49,22,164  ~ 8 Crore+","Rs 3,84,12,374  ~ 3 Crore+",Karnataka
K.S.Somasunder,IND,0,Graduate,41,,,Karnataka
Kallappa Adiveppa Gudasi,IND,0,12th Pass,63,"Rs 61,85,000  ~ 61 Lacs+","Rs 9,00,000  ~ 9 Lacs+",Karnataka
Kallappa Krishnappa Kowadkar,IND,0,10th Pass,38,"Rs 51,41,500  ~ 51 Lacs+","Rs 30,000  ~ 30 Thou+",Karnataka
Kapanigowda,IND,0,Graduate Professional,64,"Rs 13,50,000  ~ 13 Lacs+",Rs 0  ~,Karnataka
Karadi Sanganna Amarappa,BJP,1,10th Pass,64,"Rs 2,87,25,791  ~ 2 Crore+","Rs 2,24,75,333  ~ 2 Crore+",Karnataka
Kaveriamma.N.K.,IND,0,10th Pass,63,,,Karnataka
Kavita Deepak Kole,IND,0,10th Pass,36,"Rs 2,50,600  ~ 2 Lacs+",Rs 0  ~,Karnataka
Kempurajan,Republican Sena,0,Graduate Professional,42,"Rs 41,000  ~ 41 Thou+",Rs 0  ~,Karnataka
Kollur Manjunatha Naik,IND,3,Graduate Professional,38,"Rs 25,21,500  ~ 25 Lacs+","Rs 1,20,000  ~ 1 Lacs+",Karnataka
Kowdle Channappa,IND,0,Graduate Professional,70,"Rs 17,17,000  ~ 17 Lacs+",Rs 0  ~,Karnataka
Krishna Byregowda,INC,0,Post Graduate,46,,,Karnataka
Krishna K,Pyramid Party of India,2,8th Pass,39,"Rs 1,21,961  ~ 1 Lacs+",Rs 0  ~,Karnataka
Krishna Murthy V .,Right to Recall Party,0,Graduate Professional,39,"Rs 61,24,000  ~ 61 Lacs+","Rs 80,000  ~ 80 Thou+",Karnataka
Krishnaiah,IND,1,8th Pass,45,"Rs 7,22,500  ~ 7 Lacs+","Rs 25,000  ~ 25 Thou+",Karnataka
Krishnakant Kamanna Birje,IND,0,10th Pass,69,"Rs 37,24,000  ~ 37 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Karnataka
Kumar L.,Bharatiya Prajagala Kalyana Paksha,0,10th Pass,54,,,Karnataka
Kumar Y,IND,1,8th Pass,46,"Rs 53,86,644  ~ 53 Lacs+","Rs 8,18,173  ~ 8 Lacs+",Karnataka
Kundabai Ganapati Parulekar,IND,0,Graduate,63,"Rs 91,87,152  ~ 91 Lacs+","Rs 85,00,000  ~ 85 Lacs+",Karnataka
L Rangappa,IND,1,Graduate Professional,67,"Rs 4,82,73,444  ~ 4 Crore+","Rs 23,00,000  ~ 23 Lacs+",Karnataka
L Venugopal,IND,0,Others,32,"Rs 33,32,000  ~ 33 Lacs+","Rs 16,00,000  ~ 16 Lacs+",Karnataka
L. Nagaraj,IND,0,Others,62,,,Karnataka
L. Nagaraj,IND,0,Others,62,"Rs 2,14,70,000  ~ 2 Crore+","Rs 30,000  ~ 30 Thou+",Karnataka
Lakshmanarav Melage,IND,0,Graduate,85,"Rs 8,96,000  ~ 8 Lacs+",Rs 0  ~,Karnataka
Laxman Bhimarao Dalavi,IND,0,10th Pass,44,"Rs 4,68,000  ~ 4 Lacs+","Rs 66,970  ~ 66 Thou+",Karnataka
Lingegowda S H,IND,0,Post Graduate,43,"Rs 80,45,600  ~ 80 Lacs+","Rs 6,50,000  ~ 6 Lacs+",Karnataka
Lokesh Kumar.G.,IND,3,10th Pass,36,,,Karnataka
Lokesha M K,IND,0,Graduate Professional,40,"Rs 3,51,520  ~ 3 Lacs+",Rs 0  ~,Karnataka
M B Veerabhadrappa,IND,0,12th Pass,59,"Rs 1,00,000  ~ 1 Lacs+",Rs 0  ~,Karnataka
M J Suresh Gowda,IND,0,Graduate,46,"Rs 1,56,57,000  ~ 1 Crore+","Rs 7,72,533  ~ 7 Lacs+",Karnataka
M Pradeep Kumar,IND,0,12th Pass,33,"Rs 1,65,000  ~ 1 Lacs+",Rs 0  ~,Karnataka
M Shashikumar Hlepadi,Uttama Prajaakeeya Party,0,5th Pass,44,,,Karnataka
M. Mahesh (Al: Lokesh),IND,0,Others,49,"Rs 3,02,010  ~ 3 Lacs+",Rs 0  ~,Karnataka
M. Sumalatha,IND,0,8th Pass,34,"Rs 12,00,000  ~ 12 Lacs+",Rs 0  ~,Karnataka
M.C. Devaraju,IND,0,10th Pass,34,"Rs 2,05,000  ~ 2 Lacs+","Rs 50,000  ~ 50 Thou+",Karnataka
M.K Dayananda,Proutist Sarva Samaj,0,Graduate,69,"Rs 3,13,15,500  ~ 3 Crore+","Rs 13,00,000  ~ 13 Lacs+",Karnataka
M.K. Pasha,BSP,0,Graduate,34,,,Karnataka
M.L. Shashikumar,IND,0,10th Pass,36,"Rs 6,60,000  ~ 6 Lacs+","Rs 11,60,000  ~ 11 Lacs+",Karnataka
M.Veerappa Moily,INC,0,Graduate Professional,79,"Rs 23,45,15,884  ~ 23 Crore+","Rs 10,43,16,683  ~ 10 Crore+",Karnataka
Machchendra Davalu Kadapure,BSP,0,8th Pass,49,"Rs 1,86,398  ~ 1 Lacs+",Rs 0  ~,Karnataka
Madesh.V,IND,0,12th Pass,43,"Rs 6,37,553  ~ 6 Lacs+",Rs 0  ~,Karnataka
Madhu T G,SUCI(C),0,Graduate,30,,,Karnataka
Magdum Ismailmagdum,RPI,0,10th Pass,58,"Rs 25,31,500  ~ 25 Lacs+","Rs 2,81,000  ~ 2 Lacs+",Karnataka
Maggalamakki Ganesh,IND,0,12th Pass,56,"Rs 43,06,246  ~ 43 Lacs+","Rs 16,74,000  ~ 16 Lacs+",Karnataka
Mahadev Maruti Manganakar,IND,0,10th Pass,45,"Rs 8,70,200  ~ 8 Lacs+",Rs 0  ~,Karnataka
Mahalakshmi C. P.,Ambedkar Samaj Party,0,Post Graduate,32,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,Karnataka
Mahanthesh C U,BSP,1,12th Pass,38,,,Karnataka
Mahesh Lambani,Uttama Prajaakeeya Party,0,Post Graduate,26,"Rs 38,000  ~ 38 Thou+",Rs 0  ~,Karnataka
Mahmad Husen Mujawar,BSP,0,Graduate,36,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Karnataka
Makhtum Khan Hasanalikhan Sirdesai,IND,0,Graduate,42,"Rs 6,56,10,000  ~ 6 Crore+","Rs 4,00,000  ~ 4 Lacs+",Karnataka
Mallikarjun Hadapad,IND,0,Literate,48,"Rs 12,97,000  ~ 12 Lacs+",Rs 0  ~,Karnataka
Mallikarjun Kharge,INC,0,Graduate Professional,77,,,Karnataka
Mallikarjunagouda Giriyappagouda Balanagoudra,IND,0,5th Pass,54,"Rs 61,35,260  ~ 61 Lacs+","Rs 14,00,000  ~ 14 Lacs+",Karnataka
Manju A,BJP,0,Graduate Professional,60,"Rs 23,15,71,214  ~ 23 Crore+","Rs 2,88,60,107  ~ 2 Crore+",Karnataka
Manjunath B,IND,1,12th Pass,39,"Rs 1,90,80,000  ~ 1 Crore+","Rs 5,00,000  ~ 5 Lacs+",Karnataka
Manjunath Rajappanavar,Uttama Prajaakeeya Party,0,Graduate,38,"Rs 22,12,500  ~ 22 Lacs+",Rs 0  ~,Karnataka
Manjunath Sadashiv,Bharat Bhoomi Party,0,Post Graduate,34,,,Karnataka
Manjunatha M,Uttama Prajaakeeya Party,0,10th Pass,32,"Rs 9,13,400  ~ 9 Lacs+","Rs 5,98,250  ~ 5 Lacs+",Karnataka
Manjunatha Marikoppa,IND,0,10th Pass,32,"Rs 5,14,500  ~ 5 Lacs+","Rs 58,000  ~ 58 Thou+",Karnataka
Manohar Iyer,IND,0,Graduate,40,"Rs 11,94,97,520  ~ 11 Crore+","Rs 20,80,647  ~ 20 Lacs+",Karnataka
Maradagi Veerappa Gurushantappa,IND,0,12th Pass,46,"Rs 76,50,000  ~ 76 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Karnataka
Maruti Siddappa Chougule,IND,0,10th Pass,51,,,Karnataka
Maulappa,IND,0,Graduate Professional,41,"Rs 28,46,000  ~ 28 Lacs+","Rs 9,36,000  ~ 9 Lacs+",Karnataka
Maulasab,IND,0,Post Graduate,63,"Rs 15,52,000  ~ 15 Lacs+",Rs 0  ~,Karnataka
Maxim Pinto,IND,0,10th Pass,55,"Rs 2,48,60,000  ~ 2 Crore+","Rs 1,57,80,000  ~ 1 Crore+",Karnataka
Md Merajuddin,Bahujan Maha Party,0,8th Pass,34,"Rs 1,30,800  ~ 1 Lacs+",Rs 0  ~,Karnataka
Medihala Chalavadi M Chandrashekar,IND,0,12th Pass,41,,,Karnataka
Megharaj Shivagoudappa Khanagoudar,IND,0,10th Pass,30,Nil,Rs 0  ~,Karnataka
Mellegatti Shridevi,Uttama Prajaakeeya Party,0,Post Graduate,41,"Rs 16,29,828  ~ 16 Lacs+",Rs 0  ~,Karnataka
Mithun M Rai,INC,1,Graduate,34,"Rs 3,29,63,608  ~ 3 Crore+","Rs 1,48,04,098  ~ 1 Crore+",Karnataka
Mohamed Hayath,IND,0,Graduate,35,"Rs 2,95,000  ~ 2 Lacs+",Rs 0  ~,Karnataka
Mohammad Khalid,IND,0,Illiterate,46,,,Karnataka
Mohammed Abdul Wakeel,Bharat Prabhat Party,0,10th Pass,47,"Rs 7,85,000  ~ 7 Lacs+",Rs 0  ~,Karnataka
Mohammed Aleemulla,IND,0,12th Pass,37,"Rs 5,40,000  ~ 5 Lacs+",Rs 0  ~,Karnataka
Mohammed Eliyas,SDPI,1,12th Pass,57,"Rs 5,01,640  ~ 5 Lacs+",Rs 0  ~,Karnataka
Mohammed Yousuf,Praja Satta Party,0,10th Pass,42,"Rs 1,03,950  ~ 1 Lacs+",Rs 0  ~,Karnataka
Mohammed Yusuf Khan,IND,0,5th Pass,51,,,Karnataka
Mohammed Zabrood Khateeb,IND,2,5th Pass,44,"Rs 5,49,390  ~ 5 Lacs+","Rs 2,39,000  ~ 2 Lacs+",Karnataka
Mohan Gurappa Motannavar,IND,0,Graduate Professional,43,"Rs 13,92,350  ~ 13 Lacs+","Rs 2,55,000  ~ 2 Lacs+",Karnataka
Moulvi Zameruddin,National Development Party,0,Graduate Professional,65,"Rs 24,01,259  ~ 24 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Karnataka
Munirajappa. P,IND,0,12th Pass,38,"Rs 9,70,000  ~ 9 Lacs+",Rs 0  ~,Karnataka
Muniraju.G,Uttama Prajaakeeya Party,0,Others,30,,,Karnataka
Muttappa Mudakappa Hirekumbi,Raita Bharat Party,0,Literate,45,"Rs 10,00,000  ~ 10 Lacs+",Rs 0  ~,Karnataka
N Ambarish,IND,0,12th Pass,32,"Rs 1,05,000  ~ 1 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Karnataka
N Shivanna,CPI,0,Others,74,"Rs 9,85,119  ~ 9 Lacs+",Rs 0  ~,Karnataka
N. Krishnappa,Pyramid Party of India,0,10th Pass,67,"Rs 86,25,000  ~ 86 Lacs+",Rs 0  ~,Karnataka
N. Nagesh,IND,0,12th Pass,35,,,Karnataka
N. Narayana Swamy Navakoti,Jai Vijaya Bharathi Party,0,10th Pass,52,"Rs 54,68,000  ~ 54 Lacs+","Rs 4,10,000  ~ 4 Lacs+",Karnataka
N.C. Subbarayappa,IND,0,Graduate Professional,56,"Rs 6,29,000  ~ 6 Lacs+",Rs 0  ~,Karnataka
N.Hanume Gowda,IND,2,12th Pass,56,"Rs 90,52,030  ~ 90 Lacs+","Rs 12,42,906  ~ 12 Lacs+",Karnataka
N.T.Vijayakumar,IND,0,10th Pass,55,"Rs 1,10,000  ~ 1 Lacs+",Rs 0  ~,Karnataka
Nagaraj Anant Shirali,IND,0,10th Pass,52,,,Karnataka
Nagaraj Kalal,IND,0,8th Pass,44,"Rs 67,98,500  ~ 67 Lacs+",Rs 0  ~,Karnataka
Nagaraj Naik,Rashtriya Samaj Paksha,3,10th Pass,36,"Rs 81,095  ~ 81 Thou+","Rs 2,60,610  ~ 2 Lacs+",Karnataka
Nagendra Rao Shinde,Karnataka Jantha Paksha,0,Post Graduate,43,"Rs 1,60,19,934  ~ 1 Crore+","Rs 5,11,131  ~ 5 Lacs+",Karnataka
Nagesh Subhash Bobate,IND,0,10th Pass,26,"Rs 93,500  ~ 93 Thou+",Rs 0  ~,Karnataka
Nagraj Shridhar Shet,Rashtriya Jansambhavna Party,0,8th Pass,32,,,Karnataka
Nalin Kumar Kateel,BJP,4,10th Pass,52,"Rs 1,46,78,300  ~ 1 Crore+","Rs 44,50,945  ~ 44 Lacs+",Karnataka
Nalina.K.S,IND,0,12th Pass,26,"Rs 66,925  ~ 66 Thou+",Rs 0  ~,Karnataka
Nanda Maruti Kodachwadkar,IND,0,10th Pass,54,"Rs 37,95,000  ~ 37 Lacs+","Rs 4,00,000  ~ 4 Lacs+",Karnataka
Nanjundaswamy,BSP,0,Graduate,58,"Rs 85,02,897  ~ 85 Lacs+",Rs 0  ~,Karnataka
Nasrulla,IND,0,Literate,38,,,Karnataka
Naveen Kumar. S,Bharat Prabhat Party,0,Graduate,29,"Rs 8,37,500  ~ 8 Lacs+","Rs 5,00,000  ~ 5 Lacs+",Karnataka
Nawaz Dilber,Karnataka Karmikara Paksha,0,10th Pass,42,"Rs 11,00,000  ~ 11 Lacs+","Rs 13,000  ~ 13 Thou+",Karnataka
Nayakara Ramappa,Indian Labour Party (Ambedkar Phule),0,Post Graduate,30,"Rs 9,10,000  ~ 9 Lacs+",Rs 0  ~,Karnataka
Nazir Ahmed,Karnataka Karmikara Paksha,0,10th Pass,62,"Rs 75,37,378  ~ 75 Lacs+",Rs 0  ~,Karnataka
Neelkanth Mahadev Patil,IND,0,12th Pass,52,,,Karnataka
