Candidate Name,Party,Age,Gender,State,Constituency,Constituency_No
RATAN ASARAM LANDGE,Independent,42,M,Maharashtra,Jalna,18
TANAJI TUKARAM BHOJANE,Independent,35,M,Maharashtra,Jalna,18
AJHAR ANWAR SAYYAD,Independent,27,M,Maharashtra,Jalna,18
ABDUL RAFIQ ABDUL LATIF,Independent,55,M,Maharashtra,Jalna,18
NIVRUTTI VISHWNATH BANSODE,Bahujan Samaj Party,54,M,Maharashtra,Jalna,18
SHYAM RUSTUMRAO SHIRSATH,Bahujan Republican  Socialist Party,36,M,Maharashtra,Jalna,18
KAMBLE MAROTI DASHARATH,Independent,51,M,Maharashtra,Jalna,18
AHMAD RAHIM SAIKH BAGWAN,Independent,53,M,Maharashtra,Jalna,18
SHAM PAWALS RUPEKAR,Independent,51,M,Maharashtra,Jalna,18
BABASAHEB SANTUKRAO SHELKE,Samata Party,67,M,Maharashtra,Jalna,18
VIKAS CHHAGAN LAHANE,Independent,42,M,Maharashtra,Jalna,18
DANVE RAOSAHEB DADARAO,Bharatiya Janata Party,69,M,Maharashtra,Jalna,18
CHABUKSWAR RAHUL NIRANJAN,Independent,37,M,Maharashtra,Jalna,18
RAJENDRA NAMDEO MAGRE,Independent,39,M,Maharashtra,Jalna,18
BHAGWAN SAHEBRAO REGUDE,Hindustan Janta Party,57,M,Maharashtra,Jalna,18
DHANANJAY RUPRAOJI KAKDE (PATIL),Bharatheeya Jawan Kisan Party,68,M,Maharashtra,Jalna,18
MANGESH SANJAY SABLE,Independent,26,M,Maharashtra,Jalna,18
KADUBA MHATARBA INGLE,Independent,52,M,Maharashtra,Jalna,18
HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,46,M,Maharashtra,Aurangabad,19
BHANUDAS SON OF RAMDAS SARODE PATIL,Independent,50,M,Maharashtra,Aurangabad,19
ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,40,M,Maharashtra,Aurangabad,19
SANDIP DADARAO MANKAR,Independent,36,M,Maharashtra,Aurangabad,19
LATIF JABBAR KHAN,Independent,53,M,Maharashtra,Aurangabad,19
PRASHANT PUNDALIKRAO AVHALE,Independent,36,M,Maharashtra,Aurangabad,19
SANDIP DEVIDAS JADHAV,Independent,34,M,Maharashtra,Aurangabad,19
GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,56,M,Maharashtra,Aurangabad,19
BHUMARE SANDIPANRAO ASARAM,Shiv Sena,62,M,Maharashtra,Aurangabad,19
BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,39,M,Maharashtra,Aurangabad,19
AFSAR KHAN YASEEN KHA,Independent,54,M,Maharashtra,Aurangabad,19
AFSAR KHAN YASEEN KHA,Vanchit Bahujan  Aaghadi,54,M,Maharashtra,Aurangabad,19
IMTIAZ JALEEL SYED,Independent,55,M,Maharashtra,Aurangabad,19
VISHAL UDDHAV NANDARKAR,Independent,38,M,Maharashtra,Aurangabad,19
DR JIVAN BHAWLAL RAJPUT,Independent,42,M,Maharashtra,Aurangabad,19
JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,74,M,Maharashtra,Aurangabad,19
ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,43,M,Maharashtra,Aurangabad,19
MAANOJ VINAYAKRAO GHODKAY,Independent,51,M,Maharashtra,Aurangabad,19
CHANDRAKANT KHAIRE,ShivSena (Uddhav Balasaheb Thackeray),72,M,Maharashtra,Aurangabad,19
TRIBHUVAN MADHUKAR PADMAKAR,Independent,56,M,Maharashtra,Aurangabad,19
MEENASING AVDHESHSING SING,Independent,59,F,Maharashtra,Aurangabad,19
NARAYAN JADHAV,Peoples Party of India (Democratic),58,M,Maharashtra,Aurangabad,19
SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,53,M,Maharashtra,Aurangabad,19
ARVIND KISANRAO KAMBLE,Bahujan Republican  Socialist Party,31,M,Maharashtra,Aurangabad,19
IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,55,M,Maharashtra,Aurangabad,19
GHUGE NITIN PUNDLIK,Independent,35,M,Maharashtra,Aurangabad,19
SANGITA GANESH JADHAV,Independent,26,F,Maharashtra,Aurangabad,19
PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena,39,F,Maharashtra,Aurangabad,19
BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,48,M,Maharashtra,Aurangabad,19
PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party,35,F,Maharashtra,Aurangabad,19
ADV B U GOSAWI,Hindustan Janta Party,74,M,Maharashtra,Aurangabad,19
SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent,47,M,Maharashtra,Aurangabad,19
SURESH ASARAM FULARE,Independent,44,M,Maharashtra,Aurangabad,19
SURENDRA DIGAMBAR GAJBHARE,Independent,51,M,Maharashtra,Aurangabad,19
MANISHA KHARAT,Bahujan Maha Party,41,F,Maharashtra,Aurangabad,19
SANJAY BHASKAR SHIRSAT,Independent,41,M,Maharashtra,Aurangabad,19
RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,57,M,Maharashtra,Aurangabad,19
JAGANNATH KISAN UGALE,Independent,66,M,Maharashtra,Aurangabad,19
DEVIDAS RATAN KASBE,Independent,58,M,Maharashtra,Aurangabad,19
JAGTAP DIPAK GANPAT,Independent,47,M,Maharashtra,Dindori,20
KISHOR AMBADAS DAGALE,Ambedkarite Party of India,42,M,Maharashtra,Dindori,20
GULAB MOHAN BARDE,Prabuddha Republican Party,64,M,Maharashtra,Dindori,20
DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi,29,F,Maharashtra,Dindori,20
ANIL GAWALIRAM BARDE,Independent,37,M,Maharashtra,Dindori,20
TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party,39,M,Maharashtra,Dindori,20
DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,45,F,Maharashtra,Dindori,20
BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party,32,M,Maharashtra,Dindori,20
BABU SADU BHAGRE (SIR),Independent,68,M,Maharashtra,Dindori,20
BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party â Sharadchandra Pawar,53,M,Maharashtra,Dindori,20
SACHINRAJE DATTATREYA DEORE,Independent,41,M,Maharashtra,Nashik,21
KOLAPPA HANUMANT DHOTRE,Independent,59,M,Maharashtra,Nashik,21
SUSHAMA ABHIJIT GORANE,Independent,46,F,Maharashtra,Nashik,21
SOPAN NIVRUTTI SOMWANSHI,Independent,39,M,Maharashtra,Nashik,21
GANESH BALASAHEB BORASTE,Independent,36,M,Maharashtra,Nashik,21
CHANDRABHAN AABAJI PURKAR,Independent,69,M,Maharashtra,Nashik,21
BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party,29,F,Maharashtra,Nashik,21
YASHWANT VALU PARDHI,Bhartiya Asmita Party,45,M,Maharashtra,Nashik,21
TILOTTAMA SUNIL JAGTAP,Independent,58,F,Maharashtra,Nashik,21
AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party,46,M,Maharashtra,Nashik,21
SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent,64,M,Maharashtra,Nashik,21
KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi,36,M,Maharashtra,Nashik,21
ARUN MADHUKAR KALE,Bahujan Samaj Party,50,M,Maharashtra,Nashik,21
SIDDHESHWARANAND SARASWATI,Independent,44,M,Maharashtra,Nashik,21
DEEPAK GAIKWAD,Independent,39,M,Maharashtra,Nashik,21
JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent,54,M,Maharashtra,Nashik,21
ARIF USMAN MANSURI,Independent,60,M,Maharashtra,Nashik,21
VAMAN MAHADEV SANGALE,Dharmarajya Paksha,66,M,Maharashtra,Nashik,21
CHANDRAKANT KESHAVRAO THAKUR,Independent,59,M,Maharashtra,Nashik,21
SUDHIR SHRIDHAR DESHMUKH,Independent,63,M,Maharashtra,Nashik,21
DHANAJI ASHOK TOPALE,Independent,26,M,Maharashtra,Nashik,21
GODSE HEMANT TUKARAM,Shiv Sena,53,M,Maharashtra,Nashik,21
KANOJE PRAKASH GIRDHARI,Independent,57,M,Maharashtra,Nashik,21
ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party,82,M,Maharashtra,Nashik,21
DARSHANA AMOL MEDHE,Prabuddha Republican Party,38,F,Maharashtra,Nashik,21
KANTILAL KISAN JADHAV,Ambedkarite Party of India,32,M,Maharashtra,Nashik,21
KAILASH MARUTI CHAVAN,Aam Janta Party (India),36,M,Maharashtra,Nashik,21
JAYSHRI MAHENDRA PATIL,Sainik Samaj Party,45,F,Maharashtra,Nashik,21
KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg  Adhikar Dal,59,M,Maharashtra,Nashik,21
RAJABHAU (PARAG) PRAKASH WAJE,ShivSena (Uddhav Balasaheb Thackeray),58,M,Maharashtra,Nashik,21
DEVIDAS PIRAJI SARKATE,Vanchit Bahujan  Aaghadi,50,M,Maharashtra,Nashik,21
DEVIDAS PIRAJI SARKATE,Independent,50,M,Maharashtra,Nashik,21
DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,47,M,Maharashtra,Palghar,22
RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,49,M,Maharashtra,Palghar,22
AMAR KISAN KAVALE,Independent,35,M,Maharashtra,Palghar,22
BHARAT SAMJI VANGA,Bahujan Samaj Party,29,M,Maharashtra,Palghar,22
BHARTI BHARAT KAMDI,ShivSena (Uddhav Balasaheb Thackeray),50,F,Maharashtra,Palghar,22
COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),29,M,Maharashtra,Palghar,22
DINKAR DATTATRAYA WADHAN,Independent,58,M,Maharashtra,Palghar,22
MOHAN BARAKU GUHE,Bharat Adivasi Party,52,M,Maharashtra,Palghar,22
VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi,43,F,Maharashtra,Palghar,22
MEENA KISHOR BHAD,Independent,37,F,Maharashtra,Palghar,22
RAHUL ASHOK KATHOLE,Independent,34,M,Maharashtra,Bhiwandi,23
CHANDRAKANT RAMBHAJI MOTE,Independent,60,M,Maharashtra,Bhiwandi,23
MUMATAZ ABDULSATTAR ANSARI,Bahujan Samaj Party,50,M,Maharashtra,Bhiwandi,23
KHAN MOHD AKARAM ABDUL HANAN,All India Majlis-E-Ittehadul Muslimeen,48,M,Maharashtra,Bhiwandi,23
SURESH SITARAM MHATRE,Independent,41,M,Maharashtra,Bhiwandi,23
SURESH PANDAGALE,Apni Prajahit Party,48,M,Maharashtra,Bhiwandi,23
KAPIL MORESHWAR PATIL,Bharatiya Janata Party,63,M,Maharashtra,Bhiwandi,23
MILIND KASHINATH KAMBLE,Independent,39,M,Maharashtra,Bhiwandi,23
MOHD. KALEEM ANSARI,Peoples Party of India (Democratic),62,M,Maharashtra,Bhiwandi,23
AAPPA - VISHAL VIJAY MORE,Independent,33,M,Maharashtra,Bhiwandi,23
SAIFAN CHAND PATHAN,Bhartiya Manavta Party,40,M,Maharashtra,Bhiwandi,23
HARSHAD RAMESH MHATRE,Independent,38,M,Maharashtra,Bhiwandi,23
MUTKIRI SHANKAR NAGESH,Independent,53,M,Maharashtra,Bhiwandi,23
WASEEM TUFAIL SIDDIQUI,Independent,48,M,Maharashtra,Bhiwandi,23
RANJANA RAVI TRIBHUWAN,Independent,50,F,Maharashtra,Bhiwandi,23
JAHID MURABTAR ANSARI,Independent,47,M,Maharashtra,Bhiwandi,23
DANISH EZAZ AH. SHAIKH,Bahujan Maha Party,47,M,Maharashtra,Bhiwandi,23
SONALI ASHOK GANGAWANE,Independent,38,F,Maharashtra,Bhiwandi,23
BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party â Sharadchandra Pawar,53,M,Maharashtra,Bhiwandi,23
KAPIL JAYHIND PATIL,Independent,40,M,Maharashtra,Bhiwandi,23
MANOJ GOVAR TURE,Independent,40,M,Maharashtra,Bhiwandi,23
MANISHA SANTOSH GONDHALE,Independent,46,F,Maharashtra,Bhiwandi,23
KANCHAN VINAYAK VAKHARE,New Rashtriya Samaj Party,51,F,Maharashtra,Bhiwandi,23
PROF. AMEERUL HASAN SAYYED,Independent,42,M,Maharashtra,Bhiwandi,23
TARA PINTYA WAGHE,Independent,36,F,Maharashtra,Bhiwandi,23
NILESH BHAGWAN SAMBARE,Independent,48,M,Maharashtra,Bhiwandi,23
ASHOK BHIKU BAHADARE,Sanyukt Bharat Paksh,60,M,Maharashtra,Bhiwandi,23
AMRISH RAJ MORAJKAR,Independent,38,M,Maharashtra,Kalyan,24
HINDURAO DADU PATIL,Rashtriya Maratha Party,73,M,Maharashtra,Kalyan,24
SHRIDHAR NARAYAN SALVE,Bhim Sena,52,M,Maharashtra,Kalyan,24
NAFIS AHMAD ANSARI,Independent,48,M,Maharashtra,Kalyan,24
AJAY SHYAM MORYA,Independent,52,M,Maharashtra,Kalyan,24
PRASHANT RAMESH INGLE,Bahujan Samaj Party,45,M,Maharashtra,Kalyan,24
ABHIJIT WAMANRAO BICHUKALE,Independent,48,M,Maharashtra,Kalyan,24
GAWALI PRAVIN SHIVAJI,Apni Prajahit Party,40,M,Maharashtra,Kalyan,24
POONAM JAGANNATH BAISANE,Bahujan Republican  Socialist Party,32,F,Maharashtra,Kalyan,24
SALIMUDDIN KHALILUDDIN SHAIKH,Independent,67,M,Maharashtra,Kalyan,24
DNYANESHWAR LOKHANDE MAHARAJ,Independent,41,M,Maharashtra,Kalyan,24
MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan  Aaghadi,66,M,Maharashtra,Kalyan,24
ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party,54,M,Maharashtra,Kalyan,24
ARUN VAMAN JADHAV,Independent,51,M,Maharashtra,Kalyan,24
ADV. HITESH JAIKISHAN JESWANI,Independent,31,M,Maharashtra,Kalyan,24
SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic),34,M,Maharashtra,Kalyan,24
CHANDRAKANT RAMBHAJI MOTE,Independent,60,M,Maharashtra,Kalyan,24
MOHAMMAD YUSUF KHAN,Independent,46,M,Maharashtra,Kalyan,24
ASHWINI AMOL KENDRE,Independent,34,F,Maharashtra,Kalyan,24
DR SHRIKANT EKNATH SHINDE,Shiv Sena,37,M,Maharashtra,Kalyan,24
PRAJAKTA NILESH YELVE,Independent,38,F,Maharashtra,Kalyan,24
SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh,62,M,Maharashtra,Kalyan,24
SHIVA KRISHNAMURTI IYER,Independent,61,M,Maharashtra,Kalyan,24
VAISHALI DAREKAR - RANE,ShivSena (Uddhav Balasaheb Thackeray),49,F,Maharashtra,Kalyan,24
RAKESH KUMAR DHISULAL JAIN,Independent,45,M,Maharashtra,Kalyan,24
DR. SACHIN SAHEBRAO PATIL,Independent,39,M,Maharashtra,Kalyan,24
AMIT UPADHYAY,Right to Recall Party,40,M,Maharashtra,Kalyan,24
SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party  (Ambedkar),26,F,Maharashtra,Kalyan,24
IRFAN IBRAHIM SHAIKH,Independent,45,M,Maharashtra,Thane,25
RAJAN BABURAO VICHARE,ShivSena (Uddhav Balasaheb Thackeray),62,M,Maharashtra,Thane,25
SALIMA MUKTAR VASANI,Bahujan Maha Party,48,F,Maharashtra,Thane,25
SAWALE DATTATRAY SITARAM,Independent,41,M,Maharashtra,Thane,25
MUKESH KAILASNATH TIWARI,Bhim Sena,40,M,Maharashtra,Thane,25
SANJAY MANOHAR MORE,Independent,42,M,Maharashtra,Thane,25
SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,45,M,Maharashtra,Thane,25
NARESH GANPAT MHASKE,Shiv Sena,54,M,Maharashtra,Thane,25
SIDDHANT CHHABAN SHIRSAT,Independent,31,M,Maharashtra,Thane,25
PRAMOD ANANDRAO DHUMAL,Independent,49,M,Maharashtra,Thane,25
ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,37,M,Maharashtra,Thane,25
BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,66,M,Maharashtra,Thane,25
UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),69,M,Maharashtra,Thane,25
KHAJASAB RASULSAB MULLA,Independent,47,M,Maharashtra,Thane,25
VIJAY DNYANOBA GHATE,Republican Bahujan Sena,55,M,Maharashtra,Thane,25
RAJIV KONDIBA BHOSALE,Independent,37,M,Maharashtra,Thane,25
RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,59,M,Maharashtra,Thane,25
SURENDRAKUMAR K. JAIN,Independent,56,M,Maharashtra,Thane,25
CHANDRAKANT VITTHAL SONAWANE,Independent,39,M,Maharashtra,Thane,25
RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party,39,M,Maharashtra,Thane,25
ARCHANA DINKAR GAIKWAD,Independent,32,F,Maharashtra,Thane,25
JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,54,M,Maharashtra,Thane,25
DR. PIYUSH K. SAXENA,Independent,64,M,Maharashtra,Thane,25
MALLIKARJUN SAYBANNA PUJARI,Independent,53,M,Maharashtra,Thane,25
LAXMAN YELLPPA KURADE,Independent,56,M,Maharashtra,Mumbai North,26
ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party,42,M,Maharashtra,Mumbai North,26
MUNNALAL GAJRAJ PRAJAPATI,Independent,48,M,Maharashtra,Mumbai North,26
SANJAY MAFATLAL MORAKHIA,Independent,52,M,Maharashtra,Mumbai North,26
DIPTI ASHOK WALAWALKAR,Independent,38,F,Maharashtra,Mumbai North,26
GURUDAS RAMDAS KHAIRNAR,Independent,61,M,Maharashtra,Mumbai North,26
RAIS DOCTOR,Bahujan Samaj Party,52,M,Maharashtra,Mumbai North,26
ADVOCATE KAPIL K. SONI,Independent,45,M,Maharashtra,Mumbai North,26
PANDEY DHARMENDRA RAMMURAT,Independent,47,M,Maharashtra,Mumbai North,26
ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan  Aaghadi,33,F,Maharashtra,Mumbai North,26
DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi,33,F,Maharashtra,Mumbai North,26
COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST),61,M,Maharashtra,Mumbai North,26
BHUSHAN PATIL,Indian National Congress,55,M,Maharashtra,Mumbai North,26
RAVI BABU GAVLI,Samata Party,42,M,Maharashtra,Mumbai North,26
BIPIN BACHUBHAI SHAH,Hindu Samaj Party,60,M,Maharashtra,Mumbai North,26
SAYED ZULFIQAR ALAM,Bahujan Maha Party,41,M,Maharashtra,Mumbai North,26
KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party,60,M,Maharashtra,Mumbai North,26
JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party,48,M,Maharashtra,Mumbai North,26
PIYUSH GOYAL,Bharatiya Janata Party,59,M,Maharashtra,Mumbai North,26
RAJESH RAMKISAN MALLAH,Bahujan Samaj Party,43,M,Maharashtra,Mumbai North West,27
BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples),32,M,Maharashtra,Mumbai North West,27
SAMEER MORE,Independent,38,M,Maharashtra,Mumbai North West,27
RAVINDRA DATTARAM WAIKAR,Shiv Sena,65,M,Maharashtra,Mumbai North West,27
SUNIL BHIMA CHAVAN,Independent,40,M,Maharashtra,Mumbai North West,27
HARISHANKAR YADAV,Samaj Vikas Kranti Party,55,M,Maharashtra,Mumbai North West,27
ADV MITESH VARSHNEY,Bhim Sena,32,M,Maharashtra,Mumbai North West,27
ADVOCATE KAPIL KANTILAL SONI,Independent,45,M,Maharashtra,Mumbai North West,27
ADV MITESH VARSHNEY,Independent,32,M,Maharashtra,Mumbai North West,27
MANOJ SHRAVAN NAYAK,Right to Recall Party,49,M,Maharashtra,Mumbai North West,27
ADV. SANJEEVKUMAR APPARAV KALKORI,Independent,33,M,Maharashtra,Mumbai North West,27
SANTOSH MANIK RAYBAN,Independent,43,M,Maharashtra,Mumbai North West,27
GAJANAN TUKARAM SONKAMBLE,Independent,38,M,Maharashtra,Mumbai North West,27
HRUDA DHANANJAY SHINDE,Independent,28,F,Maharashtra,Mumbai North West,27
SARIKA DABRAL,India Greens Party,48,F,Maharashtra,Mumbai North West,27
SUSHMA DAYANAND MEHTA,Independent,42,F,Maharashtra,Mumbai North West,27
PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan  Aaghadi,36,M,Maharashtra,Mumbai North West,27
ADV. LATA PANDURANG SHINDE,Independent,42,F,Maharashtra,Mumbai North West,27
AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackeray),52,M,Maharashtra,Mumbai North West,27
AMOL GAJANAN KIRTIKAR,ShivSena (Uddhav Balasaheb Thackeray),52,M,Maharashtra,Mumbai North West,27
ARORA SURINDER MOHAN,Bharat Jan Aadhar Party,69,M,Maharashtra,Mumbai North West,27
BHARAT KHIMJI SHAH,Hindu Samaj Party,53,M,Maharashtra,Mumbai North West,27
ROHAN SATONE,Independent,33,M,Maharashtra,Mumbai North West,27
SANJAY PATIL,Independent,43,M,Maharashtra,Mumbai North East,28
VIDYA NAIK,Independent,52,F,Maharashtra,Mumbai North East,28
DAULAT KADAR KHAN,Vanchit Bahujan  Aaghadi,44,M,Maharashtra,Mumbai North East,28
SANJAY B. PATIL,National People's Party,51,M,Maharashtra,Mumbai North East,28
MOHAMMED AHMED SHAIKH,Independent,32,M,Maharashtra,Mumbai North East,28
NANDESH VITHAL UMAP,Bahujan Samaj Party,48,M,Maharashtra,Mumbai North East,28
MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party,46,M,Maharashtra,Mumbai North East,28
PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party,41,M,Maharashtra,Mumbai North East,28
DATTATRAY ARJUN UTEKAR,Bharatheeya Jawan Kisan Party,68,M,Maharashtra,Mumbai North East,28
SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi,44,M,Maharashtra,Mumbai North East,28
BANSODE DILIP,Independent,64,M,Maharashtra,Mumbai North East,28
COMRADE SURENDRA SIBAG,All India Forward Bloc,38,M,Maharashtra,Mumbai North East,28
SHAHAJI  NANAI THORAT,Independent,60,M,Maharashtra,Mumbai North East,28
SANJAY SAOJI DESHPANDE,Republican Party of India,58,M,Maharashtra,Mumbai North East,28
BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party,66,M,Maharashtra,Mumbai North East,28
PREM RAMAPATI GUPTA,Independent,54,M,Maharashtra,Mumbai North East,28
SANJAY DINA PATIL,ShivSena (Uddhav Balasaheb Thackeray),55,M,Maharashtra,Mumbai North East,28
BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party,45,M,Maharashtra,Mumbai North East,28
DR. SUSHMA MAURYA,Independent,45,F,Maharashtra,Mumbai North East,28
MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party,49,M,Maharashtra,Mumbai North East,28
MUSHTAQUE HAIDER SHAIKH,Independent,45,M,Maharashtra,Mumbai North Central,29
HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular),54,M,Maharashtra,Mumbai North Central,29
ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent,51,M,Maharashtra,Mumbai North Central,29
ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent,46,M,Maharashtra,Mumbai North Central,29
RAMZAN ALI CHAUDHARY,All India Majlis-E-Ittehadul Muslimeen,40,M,Maharashtra,Mumbai North Central,29
AYYUB AMIN HUNGUND,Bahujan Samaj Party,56,M,Maharashtra,Mumbai North Central,29
AJAZ MOHAMMAD SAFI KHAN,Independent,42,M,Maharashtra,Mumbai North Central,29
NARENDRA MISHRA,Independent,28,M,Maharashtra,Mumbai North Central,29
RAJESH MOHAN LOKHANDE,Independent,51,M,Maharashtra,Mumbai North Central,29
SANDEEP BHAU RAMCHANDRA JADHAV,Independent,29,M,Maharashtra,Mumbai North Central,29
RAMA ARUN SABLE,Independent,48,F,Maharashtra,Mumbai North Central,29
ADV UJWAL NIKAM,Bharatiya Janata Party,71,M,Maharashtra,Mumbai North Central,29
NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent,46,F,Maharashtra,Mumbai North Central,29
SHANTARAM S DIGHE,Independent,48,M,Maharashtra,Mumbai North Central,29
YUNUSALI RASHID MULLA,Independent,32,M,Maharashtra,Mumbai North Central,29
KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council,39,M,Maharashtra,Mumbai North Central,29
SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party,47,M,Maharashtra,Mumbai North Central,29
KHAN ABBAS AHMED,Bahujan Maha Party,34,M,Maharashtra,Mumbai North Central,29
DR GAFFAR IBRAHIM SAYED,Independent,47,M,Maharashtra,Mumbai North Central,29
SANTOSH GANPAT AMBULGE,Vanchit Bahujan  Aaghadi,46,M,Maharashtra,Mumbai North Central,29
ANSON THOMAS,People's Party of India(secular),56,M,Maharashtra,Mumbai North Central,29
HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi,36,F,Maharashtra,Mumbai North Central,29
DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi,57,M,Maharashtra,Mumbai North Central,29
ADV ASIF ALI SIDDIQUIE,Independent,52,M,Maharashtra,Mumbai North Central,29
MUZAFAR ALI SHAIKH,Independent,33,M,Maharashtra,Mumbai North Central,29
GAIKWAD VARSHA EKNATH,Indian National Congress,49,F,Maharashtra,Mumbai North Central,29
ADV FEROZ SHAIKH,Independent,50,M,Maharashtra,Mumbai North Central,29
VIVEK YESHWANT PATIL,Independent,61,M,Maharashtra,Mumbai South Central,30
ASHWINI KUMAR PATHAK,Independent,39,M,Maharashtra,Mumbai South Central,30
SAEED CHOUDHARY,Social Democratic Party Of India,49,M,Maharashtra,Mumbai South Central,30
KARAM HUSSAIN KITABULLAH KHAN,Peace Party,50,M,Maharashtra,Mumbai South Central,30
VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party,49,M,Maharashtra,Mumbai South Central,30
DEEPAK M. CHAUGULE,Bahujan Republican  Socialist Party,36,M,Maharashtra,Mumbai South Central,30
AKASH LAXMAN KHARATMAL,Independent,62,M,Maharashtra,Mumbai South Central,30
ADV. SANTOSH PUNJIRAM SANJKAR,Independent,48,M,Maharashtra,Mumbai South Central,30
DR. ARJUN MAHADEO MURUDKAR,Bharatheeya Jawan Kisan Party,77,M,Maharashtra,Mumbai South Central,30
ADV. MAHENDRA TULSHIRAM BHINGARDIVE,Right to Recall Party,47,M,Maharashtra,Mumbai South Central,30
JAHID ALI NASIR AHMED SHAIKH,Aazad Samaj Party (Kanshi Ram),37,M,Maharashtra,Mumbai South Central,30
ISHWAR VILAS TATHAWADE,Rashtriya Mahaswaraj Bhumi Party,47,M,Maharashtra,Mumbai South Central,30
ABUL HASAN ALI HASAN KHAN,Vanchit Bahujan  Aaghadi,53,M,Maharashtra,Mumbai South Central,30
RAHUL RAMESH SHEWALE,Shiv Sena,51,M,Maharashtra,Mumbai South Central,30
ANIL YESHWANT DESAI,ShivSena (Uddhav Balasaheb Thackeray),66,M,Maharashtra,Mumbai South Central,30
MATEEN AHMED RANGREJ,Independent,55,M,Maharashtra,Mumbai South,31
MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party,46,M,Maharashtra,Mumbai South,31
