Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Arpana Hans,Jharkhand Party,0,Graduate,50,"Rs 1,85,64,299  ~ 1 Crore+","Rs 49,79,601  ~ 49 Lacs+",Jharkhand
Arshad Ayub,IND,0,5th Pass,53,"Rs 38,25,000  ~ 38 Lacs+",Rs 0  ~,Jharkhand
Arun Kumar,Nyaydharmsabha,0,Graduate Professional,32,"Rs 19,800  ~ 19 Thou+",Rs 0  ~,Jharkhand
Arun Kumar Sharma,Bhartiya Azad Sena,1,12th Pass,48,,,Jharkhand
Arun Mahato,IND,0,10th Pass,35,"Rs 37,43,767  ~ 37 Lacs+",Rs 0  ~,Jharkhand
Arun Marik,IND,0,10th Pass,51,"Rs 9,00,000  ~ 9 Lacs+",Rs 0  ~,Jharkhand
Asha Kumari Runda,IND,0,Post Graduate,45,"Rs 71,000  ~ 71 Thou+",Rs 0  ~,Jharkhand
Ashish Kumar,Right to Recall Party,0,Graduate,25,"Rs 30,100  ~ 30 Thou+",Rs 0  ~,Jharkhand
Ashok Kumar,Peoples Party of India (Democratic),0,12th Pass,49,,,Jharkhand
Avisek Anand Jha,IND,4,12th Pass,40,"Rs 82,35,10,522  ~ 82 Crore+","Rs 76,57,000  ~ 76 Lacs+",Jharkhand
Babita Kachhap,Bharat Adivasi Party,2,Graduate,36,"Rs 5,60,000  ~ 5 Lacs+",Rs 0  ~,Jharkhand
Bablu Prasad Dangi,IND,0,8th Pass,42,"Rs 2,26,96,000  ~ 2 Crore+","Rs 84,40,000  ~ 84 Lacs+",Jharkhand
Babylata Tudu,IND,0,12th Pass,40,"Rs 43,82,804  ~ 43 Lacs+",Rs 0  ~,Jharkhand
Baghrai Soren,IND,0,Graduate Professional,69,,,Jharkhand
Bajrangi Mahtha,BSP,3,Graduate,39,"Rs 34,95,000  ~ 34 Lacs+",Rs 0  ~,Jharkhand
Basant Kumar Longa,IND,0,Graduate,54,"Rs 47,16,431  ~ 47 Lacs+",Rs 0  ~,Jharkhand
Bhuneshwar Bediya,Samata Party,0,Literate,46,"Rs 18,65,000  ~ 18 Lacs+",Rs 0  ~,Jharkhand
Bidyut Baran Mahato,BJP,1,12th Pass,61,"Rs 3,83,45,063  ~ 3 Crore+","Rs 48,49,078  ~ 48 Lacs+",Jharkhand
Bihari Bhagat,Peoples Party of India (Democratic),1,Graduate,48,,,Jharkhand
Bimal Lakra,Ambedkarite Party of India,0,10th Pass,45,"Rs 8,13,000  ~ 8 Lacs+",Rs 0  ~,Jharkhand
Binod Oraon,Bahujan Mukti Party,0,12th Pass,32,"Rs 35,02,000  ~ 35 Lacs+","Rs 60,000  ~ 60 Thou+",Jharkhand
Bir Singh Deogam,Right to Recall Party,0,8th Pass,37,"Rs 30,048  ~ 30 Thou+",Rs 0  ~,Jharkhand
Biren Mohli,IND,0,10th Pass,40,"Rs 4,98,200  ~ 4 Lacs+",Rs 0  ~,Jharkhand
Birendra Nath Manjhi,Abua Jharkhand Party,0,12th Pass,62,,,Jharkhand
Bishwa Vijay Mardi,Ambedkarite Party of India,0,12th Pass,53,"Rs 22,06,000  ~ 22 Lacs+","Rs 5,000  ~ 5 Thou+",Jharkhand
Bishwanath Mahato,IND,0,Post Graduate,28,"Rs 1,82,105  ~ 1 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Jharkhand
Brajesh Kumar Turi,Rashtriya Samanta Dal,0,Graduate,29,"Rs 10,15,000  ~ 10 Lacs+",Rs 0  ~,Jharkhand
Brajkishore Pandit,Akhil Bhartiya Manavadhikar Vichar Manch Party,0,Post Graduate,53,"Rs 88,91,105  ~ 88 Lacs+","Rs 86,000  ~ 86 Thou+",Jharkhand
Chamra Linda,IND,1,Graduate,54,,,Jharkhand
Chandan Kumar,IND,0,Graduate Professional,27,"Rs 2,53,000  ~ 2 Lacs+",Rs 0  ~,Jharkhand
Chandra Prakash Choudhary,AJSU Party,2,Graduate,55,"Rs 4,98,49,182  ~ 4 Crore+","Rs 2,70,31,670  ~ 2 Crore+",Jharkhand
Chhathi Devi,Akhil Bhartiya Parivar Party,0,Post Graduate,46,"Rs 67,60,000  ~ 67 Lacs+","Rs 11,00,000  ~ 11 Lacs+",Jharkhand
Chitrasen Sinku,Jharkhand Party,0,12th Pass,71,"Rs 20,24,000  ~ 20 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Jharkhand
Damodar Singh Hansda,IND,1,12th Pass,48,,,Jharkhand
Darshan Ganjhu,Jharkhand Party,2,10th Pass,54,"Rs 39,35,000  ~ 39 Lacs+",Rs 0  ~,Jharkhand
Deepak Kumar Das,Peoples Party of India (Democratic),2,12th Pass,40,"Rs 27,50,700  ~ 27 Lacs+","Rs 5,92,379  ~ 5 Lacs+",Jharkhand
Deepak Kumar Gupta,IND,2,Graduate,42,"Rs 1,88,57,000  ~ 1 Crore+","Rs 30,00,000  ~ 30 Lacs+",Jharkhand
Devendra Nath Mahto,IND,11,Post Graduate,33,"Rs 1,66,628  ~ 1 Lacs+",Rs 0  ~,Jharkhand
Dhananjay Bhagat “Gandhi“,Mera Adhikaar Rashtriya Dal,0,Graduate Professional,40,,,Jharkhand
Dharmendra Tiwary,Bhartiya Jantantra Morcha,1,Post Graduate,63,"Rs 9,06,94,064  ~ 9 Crore+","Rs 23,22,845  ~ 23 Lacs+",Jharkhand
Dharmu Tudu,Ambedkarite Party of India,0,12th Pass,44,"Rs 16,01,237  ~ 16 Lacs+","Rs 30,000  ~ 30 Thou+",Jharkhand
Dipa Tudu,IND,0,Graduate,28,"Rs 10,11,000  ~ 10 Lacs+",Rs 0  ~,Jharkhand
Doman Chandra Bhakat,Bhagidari Party(P),0,10th Pass,56,"Rs 2,02,56,300  ~ 2 Crore+",Rs 0  ~,Jharkhand
Dr. Abhishek Kumar Singh,IND,0,Post Graduate,43,,,Jharkhand
Dr. K. Rangaiah,IND,0,Post Graduate,87,"Rs 10,00,000  ~ 10 Lacs+",Rs 0  ~,Jharkhand
Dr. Srilal Kisku,IND,0,Graduate Professional,65,"Rs 98,25,000  ~ 98 Lacs+",Rs 0  ~,Jharkhand
Duleshwar Saw,Bharatheeya Jawan Kisan Party,0,8th Pass,46,"Rs 2,49,40,000  ~ 2 Crore+","Rs 30,000  ~ 30 Thou+",Jharkhand
Dulu Mahato,BJP,22,12th Pass,49,"Rs 7,01,20,183  ~ 7 Crore+","Rs 78,88,835  ~ 78 Lacs+",Jharkhand
Durga Lal Murmu,IND,0,Others,32,,,Jharkhand
Dwaraka Prasad Lala,IND,1,10th Pass,73,"Rs 95,72,000  ~ 95 Lacs+","Rs 9,00,000  ~ 9 Lacs+",Jharkhand
G Jayram Das,IND,0,Post Graduate,67,"Rs 30,54,276  ~ 30 Lacs+",Rs 0  ~,Jharkhand
Ganesh Ravi,IND,0,12th Pass,47,"Rs 64,65,000  ~ 64 Lacs+","Rs 40,000  ~ 40 Thou+",Jharkhand
Geeta Kora,BJP,1,Graduate,40,"Rs 4,12,45,715  ~ 4 Crore+","Rs 62,32,289  ~ 62 Lacs+",Jharkhand
Girjanandan Uraon,BSP,0,10th Pass,48,,,Jharkhand
Gopin Soren,CPI(M),0,Graduate,59,"Rs 28,03,991  ~ 28 Lacs+",Rs 0  ~,Jharkhand
Gyan Sagar Prasad,IND,0,12th Pass,64,"Rs 8,43,568  ~ 8 Lacs+",Rs 0  ~,Jharkhand
Gyaneshwar Jha,Jagrook Janta Party,0,Post Graduate,61,"Rs 2,10,41,149  ~ 2 Crore+","Rs 20,362  ~ 20 Thou+",Jharkhand
Gyaneshwar Prasad,Lokhit Adhikar Party,0,8th Pass,34,"Rs 37,14,000  ~ 37 Lacs+",Rs 0  ~,Jharkhand
Harinath Sahu,Lokhit Adhikar Party,1,12th Pass,47,,,Jharkhand
Hemnti Devi,Samata Party,0,8th Pass,38,"Rs 93,90,000  ~ 93 Lacs+","Rs 14,00,000  ~ 14 Lacs+",Jharkhand
Indra Deo Prasad,IND,0,Graduate,60,"Rs 1,50,14,677  ~ 1 Crore+",Rs 0  ~,Jharkhand
Jagdish Rawani,IND,3,8th Pass,47,"Rs 4,33,10,790  ~ 4 Crore+","Rs 13,95,571  ~ 13 Lacs+",Jharkhand
Jai Prakash Bhai Patel,INC,0,Graduate,40,"Rs 2,89,80,413  ~ 2 Crore+","Rs 35,57,300  ~ 35 Lacs+",Jharkhand
Jai Prakash Verma,IND,1,Post Graduate,52,,,Jharkhand
Jairam Kumar Mahato,IND,13,Post Graduate,29,"Rs 2,97,434  ~ 2 Lacs+",Rs 0  ~,Jharkhand
Janak Sah Gond,IND,0,10th Pass,62,"Rs 12,93,854  ~ 12 Lacs+",Rs 0  ~,Jharkhand
Jaynarayan Das,Bahujan Mukti Party,0,Graduate,61,"Rs 94,16,737  ~ 94 Lacs+",Rs 0  ~,Jharkhand
Jitendra Singh,IND,0,12th Pass,47,"Rs 2,15,34,859  ~ 2 Crore+","Rs 9,69,75,016  ~ 9 Crore+",Jharkhand
Jitlal Kisku,IND,0,Graduate,40,,,Jharkhand
Joba Majhi,JMM,0,10th Pass,60,"Rs 2,28,60,659  ~ 2 Crore+","Rs 6,20,000  ~ 6 Lacs+",Jharkhand
Jonathan Mardi,Peoples Party of India (Democratic),0,Graduate Professional,38,"Rs 11,47,520  ~ 11 Lacs+",Rs 0  ~,Jharkhand
Jujhar Soren,IND,1,12th Pass,30,"Rs 6,57,000  ~ 6 Lacs+",Rs 0  ~,Jharkhand
Kalawati Devi,IND,0,8th Pass,41,"Rs 28,20,299  ~ 28 Lacs+","Rs 2,65,640  ~ 2 Lacs+",Jharkhand
Kali Charan Munda,INC,0,12th Pass,62,,,Jharkhand
Kali Charan Singh,BJP,2,Graduate,62,"Rs 8,62,01,641  ~ 8 Crore+","Rs 4,03,88,667  ~ 4 Crore+",Jharkhand
Kalipada Murmu,SUCI(C),0,12th Pass,55,"Rs 1,98,988  ~ 1 Lacs+",Rs 0  ~,Jharkhand
Kamal Prasad,BSP,0,Graduate,50,"Rs 4,89,32,607  ~ 4 Crore+","Rs 39,55,529  ~ 39 Lacs+",Jharkhand
Kamashevar Pra. Verma,IND,0,Post Graduate,65,"Rs 14,60,000  ~ 14 Lacs+","Rs 1,50,000  ~ 1 Lacs+",Jharkhand
Kamdeo Diho Rana,Rashtriya Jan Utkarsh Party,0,Post Graduate,53,,,Jharkhand
Kameshwar Baitha,BSP,2,8th Pass,67,"Rs 44,00,000  ~ 44 Lacs+",Rs 0  ~,Jharkhand
Kameshwar Prasad Saw,IND,0,Others,73,"Rs 4,13,933  ~ 4 Lacs+",Rs 0  ~,Jharkhand
Kamishnar Murmu,IND,0,10th Pass,28,"Rs 7,90,000  ~ 7 Lacs+",Rs 0  ~,Jharkhand
Karmlal Oraon,Peoples Party of India (Democratic),0,10th Pass,39,"Rs 2,07,28,162  ~ 2 Crore+","Rs 32,939  ~ 32 Thou+",Jharkhand
Ketan Kumar,Right to Recall Party,0,Graduate,25,,,Jharkhand
Khalifa Kisku,Peoples Party of India (Democratic),0,10th Pass,74,"Rs 6,90,000  ~ 6 Lacs+","Rs 4,00,000  ~ 4 Lacs+",Jharkhand
Koleshwar Mahto,IND,0,Graduate,69,"Rs 3,09,10,000  ~ 3 Crore+",Rs 0  ~,Jharkhand
Krishna Chandra Singh Raj,Samata Party,0,Post Graduate,72,"Rs 10,65,600  ~ 10 Lacs+",Rs 0  ~,Jharkhand
Krishna Mardi,Jharkhand Mukti Morcha (Ulgulan),0,12th Pass,68,"Rs 36,73,013  ~ 36 Lacs+","Rs 2,07,475  ~ 2 Lacs+",Jharkhand
Krishna Nand Tripathi,INC,8,Graduate Professional,52,,,Jharkhand
Kumari Dileshwari,Ambedkarite Party of India,0,12th Pass,45,"Rs 46,03,630  ~ 46 Lacs+",Rs 0  ~,Jharkhand
Kunj Bihari Kumar,Lokhit Adhikar Party,0,12th Pass,47,"Rs 1,22,10,000  ~ 1 Crore+","Rs 70,000  ~ 70 Thou+",Jharkhand
Lakshmi Devi,IND,0,Literate,45,"Rs 3,45,500  ~ 3 Lacs+",Rs 0  ~,Jharkhand
Law Kumar Pandit,Bhagidari Party(P),0,Post Graduate,33,"Rs 46,50,000  ~ 46 Lacs+","Rs 17,00,000  ~ 17 Lacs+",Jharkhand
Lili Hansda,Samata Party,0,Post Graduate,44,,,Jharkhand
Lobin Hembram,IND,2,10th Pass,73,"Rs 2,35,40,671  ~ 2 Crore+","Rs 25,00,000  ~ 25 Lacs+",Jharkhand
Madhav Chandra Kunkal,IND,3,Graduate Professional,33,"Rs 11,66,065  ~ 11 Lacs+","Rs 13,02,280  ~ 13 Lacs+",Jharkhand
Mahashon Murmu,IND,0,Post Graduate,63,"Rs 53,34,668  ~ 53 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Jharkhand
Mahendra Baitha,SUCI(C),0,Literate,65,"Rs 2,51,100  ~ 2 Lacs+",Rs 0  ~,Jharkhand
Mahendra Oraon,CPI,0,12th Pass,45,,,Jharkhand
Mahesh Bando,Bahujan Mukti Party,0,12th Pass,42,"Rs 87,85,000  ~ 87 Lacs+","Rs 7,00,000  ~ 7 Lacs+",Jharkhand
Mahesh Kumar,Right to Recall Party,0,Graduate Professional,40,"Rs 63,50,000  ~ 63 Lacs+",Rs 0  ~,Jharkhand
Mahesh Pahariya,IND,0,8th Pass,53,"Rs 37,14,520  ~ 37 Lacs+",Rs 0  ~,Jharkhand
Mamta Bhuiyan,RJD,0,Graduate,34,"Rs 2,43,96,183  ~ 2 Crore+",Rs 0  ~,Jharkhand
Mani Munda,Bhagidari Party(P),0,10th Pass,59,,,Jharkhand
Manish Jaiswal,BJP,2,Graduate,59,"Rs 36,29,99,932  ~ 36 Crore+","Rs 5,88,96,276  ~ 5 Crore+",Jharkhand
Manoj Gupta,Lokhit Adhikar Party,3,8th Pass,42,"Rs 1,16,04,000  ~ 1 Crore+","Rs 1,47,380  ~ 1 Lacs+",Jharkhand
Manoj Hembrom,IND,0,12th Pass,34,"Rs 3,78,055  ~ 3 Lacs+",Rs 0  ~,Jharkhand
Manoj Kumar,BSP,0,Others,38,"Rs 4,76,169  ~ 4 Lacs+",Rs 0  ~,Jharkhand
Manoj Kumar,IND,2,Post Graduate,48,,,Jharkhand
Manoj Kumar Bedia,IND,0,Graduate,40,"Rs 3,05,70,000  ~ 3 Crore+","Rs 6,00,000  ~ 6 Lacs+",Jharkhand
Manoranjan Bhattacharya,IND,0,12th Pass,42,"Rs 15,50,100  ~ 15 Lacs+",Rs 0  ~,Jharkhand
Marianus Tigga,IND,0,Graduate,63,"Rs 1,18,95,000  ~ 1 Crore+","Rs 46,18,000  ~ 46 Lacs+",Jharkhand
Mariyam Marandi,BSP,0,10th Pass,31,"Rs 12,34,631  ~ 12 Lacs+",Rs 0  ~,Jharkhand
Mathura Prasad Mahato,JMM,0,10th Pass,56,,,Jharkhand
Md Abuzar Khan,IND,1,Graduate,38,"Rs 28,20,200  ~ 28 Lacs+","Rs 6,00,000  ~ 6 Lacs+",Jharkhand
Md Ainul Ansari,Bahujan Mukti Party,0,12th Pass,40,"Rs 15,58,000  ~ 15 Lacs+","Rs 50,000  ~ 50 Thou+",Jharkhand
Md. Eklak Ansari,IND,1,Post Graduate,34,"Rs 57,69,370  ~ 57 Lacs+",Rs 0  ~,Jharkhand
Md. Moin Uddin Ahmad,BSP,0,Graduate,47,"Rs 61,65,696  ~ 61 Lacs+","Rs 4,73,600  ~ 4 Lacs+",Jharkhand
Md. Sagir,IND,0,Literate,50,,,Jharkhand
Md. Seraj,IND,0,10th Pass,47,"Rs 61,25,000  ~ 61 Lacs+",Rs 0  ~,Jharkhand
Md. Zahiruddin Khan,IND,0,Graduate,60,"Rs 3,88,000  ~ 3 Lacs+",Rs 0  ~,Jharkhand
Mintu Paswan,SUCI(C),1,Post Graduate,39,"Rs 1,35,888  ~ 1 Lacs+",Rs 0  ~,Jharkhand
Mohammad Faishal Khan,IND,0,8th Pass,39,"Rs 2,47,63,540  ~ 2 Crore+","Rs 78,70,000  ~ 78 Lacs+",Jharkhand
Mohammad Tafazul Hussain,IND,1,12th Pass,36,,,Jharkhand
Mohan Singh,BSP,0,12th Pass,49,"Rs 17,71,000  ~ 17 Lacs+","Rs 4,20,000  ~ 4 Lacs+",Jharkhand
Mukesh Kumar Jha,IND,0,10th Pass,40,"Rs 7,32,000  ~ 7 Lacs+",Rs 0  ~,Jharkhand
Munni Hansda,Samata Party,0,12th Pass,55,"Rs 11,60,159  ~ 11 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Jharkhand
Munshi Kisku,Navyug Pragatisheel Morcha,0,Literate,51,"Rs 35,75,230  ~ 35 Lacs+",Rs 0  ~,Jharkhand
Nagmani,BSP,1,12th Pass,61,,,Jharkhand
Nalin Soren,JMM,2,12th Pass,76,"Rs 3,67,01,249  ~ 3 Crore+","Rs 7,05,299  ~ 7 Lacs+",Jharkhand
Nilesh Kumar Gupta,IND,0,12th Pass,46,"Rs 8,07,672  ~ 8 Lacs+","Rs 6,55,669  ~ 6 Lacs+",Jharkhand
Nipu Singh,Rashtriya Jansangharsh Swaraj Party,0,Post Graduate,36,"Rs 1,24,83,319  ~ 1 Crore+","Rs 3,50,000  ~ 3 Lacs+",Jharkhand
Nirmal Soren,IND,0,12th Pass,42,"Rs 27,17,472  ~ 27 Lacs+",Rs 0  ~,Jharkhand
Nishant Kumar Sinha,Peoples Party of India (Democratic),0,Post Graduate,55,,,Jharkhand
Nishikant Dubey,BJP,8,Doctorate,52,"Rs 74,69,74,208  ~ 74 Crore+","Rs 8,28,00,000  ~ 8 Crore+",Jharkhand
Nitai Dutta,IND,0,8th Pass,59,"Rs 4,75,000  ~ 4 Lacs+",Rs 0  ~,Jharkhand
Pankaj Kumar Ravi,Peoples Party of India (Democratic),1,Graduate Professional,37,"Rs 1,97,04,520  ~ 1 Crore+","Rs 5,13,444  ~ 5 Lacs+",Jharkhand
Panmani Singh,SUCI(C),0,Graduate,67,"Rs 14,24,726  ~ 14 Lacs+",Rs 0  ~,Jharkhand
Pappu Kumar Nishad,Bhartiya Lokmat Rashtrwadi Party,1,12th Pass,44,,,Jharkhand
Pardeshi Lal Munda,BSP,1,Graduate,35,"Rs 7,66,662  ~ 7 Lacs+",Rs 0  ~,Jharkhand
Paresh Marandi,BSP,0,10th Pass,58,"Rs 3,82,500  ~ 3 Lacs+",Rs 0  ~,Jharkhand
Parwati Kisku,IND,0,12th Pass,36,"Rs 48,000  ~ 48 Thou+",Rs 0  ~,Jharkhand
Pastar Sanjay Kumar Tirkey,IND,0,8th Pass,31,"Rs 4,20,90,000  ~ 4 Crore+","Rs 42,000  ~ 42 Thou+",Jharkhand
Paul Soren,All India Majlis-E-Ittehadul Muslimeen,0,Graduate,35,,,Jharkhand
Pawan Tigga,IND,0,10th Pass,41,"Rs 5,68,70,977  ~ 5 Crore+","Rs 5,14,000  ~ 5 Lacs+",Jharkhand
Perwez Neyyar,Aazad Samaj Party (Kanshi Ram),0,Post Graduate,46,"Rs 2,56,15,000  ~ 2 Crore+","Rs 31,94,572  ~ 31 Lacs+",Jharkhand
Prabeen Chandra Mahato,IND,1,12th Pass,40,"Rs 30,80,137  ~ 30 Lacs+","Rs 31,489  ~ 31 Thou+",Jharkhand
Pradeep Yadav,INC,5,Graduate,58,"Rs 1,59,41,889  ~ 1 Crore+",Rs 0  ~,Jharkhand
Prakash Soni,Bhartiya Azad Sena,0,10th Pass,39,,,Jharkhand
Pramod Ram,Peoples Party of India (Democratic),1,Graduate,34,"Rs 4,67,500  ~ 4 Lacs+",Rs 0  ~,Jharkhand
Pranav Kumar Mahto,BSP,1,Graduate,36,"Rs 5,45,000  ~ 5 Lacs+","Rs 32,000  ~ 32 Thou+",Jharkhand
Praween Kachhap,Sampoorna Bharat Kranti Party,0,Others,45,"Rs 48,02,085  ~ 48 Lacs+","Rs 6,50,000  ~ 6 Lacs+",Jharkhand
Prem Prakash Paswan,IND,0,12th Pass,40,"Rs 8,50,183  ~ 8 Lacs+","Rs 97,689  ~ 97 Thou+",Jharkhand
Raj Kumar,Jharkhand Party,0,Graduate,45,,,Jharkhand
Rajesh,IND,0,12th Pass,37,"Rs 26,500  ~ 26 Thou+",Rs 0  ~,Jharkhand
Rajesh Kisku,CPI,0,Graduate,46,"Rs 9,40,117  ~ 9 Lacs+",Rs 0  ~,Jharkhand
Rajib Tiwari,SUCI(C),0,Others,56,"Rs 14,32,659  ~ 14 Lacs+","Rs 8,37,091  ~ 8 Lacs+",Jharkhand
Raju Emanuel Murmu,Ambedkarite Party of India,0,12th Pass,46,"Rs 4,77,287  ~ 4 Lacs+",Rs 0  ~,Jharkhand
Ram Vachan Ram,Bahujan Mukti Party,0,8th Pass,47,,,Jharkhand
Ramchandra Bhagat,Lokhit Adhikar Party,1,10th Pass,56,"Rs 4,51,400  ~ 4 Lacs+",Rs 0  ~,Jharkhand
Rameshwar Dusadh,IND,0,Graduate,32,"Rs 20,84,000  ~ 20 Lacs+",Rs 0  ~,Jharkhand
Rameshwar Mandal,Peoples Party of India (Democratic),1,Graduate,67,"Rs 73,04,800  ~ 73 Lacs+",Rs 0  ~,Jharkhand
Rameshwar Prasad Yadav,IND,0,10th Pass,62,"Rs 26,40,000  ~ 26 Lacs+",Rs 0  ~,Jharkhand
Ramhari Gope,Ambedkarite Party of India,1,Graduate,31,,,Jharkhand
Ranjana Giri,Republican Party of India (A),1,10th Pass,35,"Rs 22,72,754  ~ 22 Lacs+",Rs 0  ~,Jharkhand
Ranjeet Bhagat,IND,0,Graduate Professional,36,"Rs 25,50,000  ~ 25 Lacs+",Rs 0  ~,Jharkhand
Rezaul Haque,Lokhit Adhikar Party,0,Graduate,46,"Rs 95,38,000  ~ 95 Lacs+","Rs 1,98,000  ~ 1 Lacs+",Jharkhand
Sadhu Charan Paul,IND,0,Post Graduate,68,"Rs 1,94,03,880  ~ 1 Crore+",Rs 0  ~,Jharkhand
Sahadat Ansari,IND,0,10th Pass,32,,,Jharkhand
Samir Kumar Mohanty,JMM,2,Graduate,54,"Rs 47,18,863  ~ 47 Lacs+","Rs 11,44,350  ~ 11 Lacs+",Jharkhand
Samir Oraon,BJP,1,12th Pass,53,"Rs 84,86,347  ~ 84 Lacs+",Rs 0  ~,Jharkhand
Sanaka Mahato,SUCI(C),0,8th Pass,53,"Rs 3,25,763  ~ 3 Lacs+","Rs 30,000  ~ 30 Thou+",Jharkhand
Sanan Ram,Lokhit Adhikar Party,0,10th Pass,64,"Rs 1,59,20,000  ~ 1 Crore+","Rs 3,00,000  ~ 3 Lacs+",Jharkhand
Sangram Mardi,IND,0,10th Pass,57,,,Jharkhand
Sanjay Kumar Giri,Akhil Bharat Hindu Mahasabha,1,12th Pass,50,"Rs 10,12,464  ~ 10 Lacs+","Rs 63,000  ~ 63 Thou+",Jharkhand
Sanjay Kumar Mehta,IND,0,Post Graduate,30,"Rs 3,46,695  ~ 3 Lacs+",Rs 0  ~,Jharkhand
Sanjay Kumar Snehi,Lokhit Adhikar Party,0,10th Pass,48,"Rs 1,97,60,000  ~ 1 Crore+",Rs 0  ~,Jharkhand
Sanjay Seth,BJP,2,Graduate Professional,65,"Rs 2,41,52,085  ~ 2 Crore+","Rs 32,44,306  ~ 32 Lacs+",Jharkhand
Sanjay Tudu,IND,0,12th Pass,37,,,Jharkhand
Santosh Kumar Jaiswal,IND,0,Graduate,52,"Rs 5,60,000  ~ 5 Lacs+",Rs 256  ~ 2 Hund+,Jharkhand
Sarweshwari Sahu,Ekam Sanatan Bharat Dal,0,Post Graduate,43,"Rs 1,11,30,790  ~ 1 Crore+","Rs 2,50,00,000  ~ 2 Crore+",Jharkhand
Saurav Vishnu,IND,0,Post Graduate,44,"Rs 19,91,09,090  ~ 19 Crore+","Rs 43,00,000  ~ 43 Lacs+",Jharkhand
Savitri Devi,BSP,0,12th Pass,35,"Rs 67,19,477  ~ 67 Lacs+",Rs 0  ~,Jharkhand
Sebastion Hembrom,IND,0,Others,62,,,Jharkhand
Shaikh Akhiruddin,Bahujan Maha Party,0,5th Pass,56,"Rs 15,12,100  ~ 15 Lacs+",Rs 0  ~,Jharkhand
Shaniya Oraon,IND,1,8th Pass,55,"Rs 7,67,058  ~ 7 Lacs+",Rs 0  ~,Jharkhand
Shashi Bhushan Keshri,IND,3,12th Pass,30,"Rs 1,86,000  ~ 1 Lacs+",Rs 0  ~,Jharkhand
Shivji Prasad,Right to Recall Party,0,Graduate Professional,26,"Rs 45,100  ~ 45 Thou+",Rs 0  ~,Jharkhand
Shyam Bihari Prajapati,Bhagidari Party(P),0,Graduate Professional,54,,,Jharkhand
Shyam Bihari Prajapati,Bhagidari Party(P),0,Graduate Professional,54,"Rs 63,05,000  ~ 63 Lacs+",Rs 0  ~,Jharkhand
Sita Murmu,BJP,4,12th Pass,49,"Rs 8,88,69,518  ~ 8 Crore+","Rs 13,65,549  ~ 13 Lacs+",Jharkhand
Sitan Rabidas,BSP,0,12th Pass,48,"Rs 19,60,003  ~ 19 Lacs+","Rs 45,000  ~ 45 Thou+",Jharkhand
Soma Singh,Jai Maha Bharath Party,0,8th Pass,49,"Rs 6,45,150  ~ 6 Lacs+",Rs 0  ~,Jharkhand
Sriram Singh,IND,1,Graduate,45,,,Jharkhand
Stephan Kindo,IND,0,8th Pass,63,"Rs 43,50,000  ~ 43 Lacs+","Rs 50,000  ~ 50 Thou+",Jharkhand
Subhash Kumar Thakur,Sarv Samaj Party,0,12th Pass,40,"Rs 5,45,344  ~ 5 Lacs+",Rs 0  ~,Jharkhand
Subodh Kumar Yadav,IND,0,Graduate,30,"Rs 30,20,000  ~ 30 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Jharkhand
Sudha Rani Besra,Peoples Party of India (Democratic),0,12th Pass,53,"Rs 75,13,600  ~ 75 Lacs+","Rs 42,000  ~ 42 Thou+",Jharkhand
Sukhdeo Bhagat,INC,1,Post Graduate,63,,,Jharkhand
Sukumar Soren,Bharat Adivasi Party,0,Post Graduate,31,"Rs 1,01,34,000  ~ 1 Crore+",Rs 0  ~,Jharkhand
Sumit Kumar Yadav,Samata Party,0,Graduate,31,"Rs 1,84,14,000  ~ 1 Crore+","Rs 1,00,000  ~ 1 Lacs+",Jharkhand
Sunaina Kinnar,IND,0,Graduate,34,"Rs 3,62,000  ~ 3 Lacs+",Rs 0  ~,Jharkhand
Sunita Tudu,IND,1,Post Graduate,37,"Rs 43,19,400  ~ 43 Lacs+","Rs 15,00,000  ~ 15 Lacs+",Jharkhand
Suraj Kumar Aman,Bhagidari Party(P),0,Graduate Professional,41,,,Jharkhand
Surendra Kumar Agrawal,IND,0,Post Graduate,35,"Rs 20,20,000  ~ 20 Lacs+","Rs 9,20,000  ~ 9 Lacs+",Jharkhand
Sushanti Hembrom,IND,0,Others,46,"Rs 20,98,000  ~ 20 Lacs+","Rs 1,32,000  ~ 1 Lacs+",Jharkhand
Tala Marandi,BJP,0,Graduate,60,"Rs 44,49,167  ~ 44 Lacs+",Rs 0  ~,Jharkhand
Tiplal Sah,Lokhit Adhikar Party,1,12th Pass,33,"Rs 26,51,100  ~ 26 Lacs+","Rs 9,00,000  ~ 9 Lacs+",Jharkhand
Tridev Kr Mahto,IND,0,12th Pass,32,,,Jharkhand
Tulsi Mahto,IND,0,Graduate,50,"Rs 99,49,053  ~ 99 Lacs+","Rs 8,000  ~ 8 Thou+",Jharkhand
Uday Shankar Khaware,IND,0,Post Graduate,44,"Rs 66,91,300  ~ 66 Lacs+","Rs 28,90,500  ~ 28 Lacs+",Jharkhand
Umesh Paswan,IND,0,Literate,60,"Rs 4,45,500  ~ 4 Lacs+",Rs 0  ~,Jharkhand
